H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
124.9992,523.805,1.77682,50.95665,1.77682,472.8483,38.164448,-8.976205,14.096841,0.76056695,4.3056207,3,18.022987,1.0341827,-1.3666598,0.1056583755,-1,1,44.159504,2.577408,1.6918604,1.7640212,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.005394,810.025,1.77682,571.92017,1.77682,238.10487,277.0494,-154.87584,17.363972,-172.61807,38.601395,3,82.72996,-1.8497418,2.5439713,0.1056583755,-1,1,24.434198,-1.3602989,-3.0344002,3.1537132,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000496,803.3039,1.77682,102.081795,1.77682,701.22205,5.375491,11.53106,2.0525496,1.5523753,-2.1522388,1,22.977852,1.5663216,-0.10572116,3.951118,-1,1,27.656736,3.6129098,-3.1169817,1.5342128,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00198,376.7629,1.77682,230.4203,1.77682,146.34262,132.29231,-9.922952,-23.911892,6.3910856,-35.87352,2,29.715954,-2.4940052,-2.0798535,0.0005109989499999,-1,1,97.18162,-0.8558773,-1.2537457,2.8409941,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00565,293.60516,1.77682,74.03157,1.77682,219.57361,7.620815,14.924477,-7.043626,2.0406275,1.4116181,1,59.966694,0.83175933,2.9272234,2.155416,-1,1,42.06162,2.159785,-0.059775636,0.80389917,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00166,354.46548,1.77682,183.56001,1.77682,170.90549,99.2571,-29.29152,35.517418,-33.511864,49.99353,1,37.930912,-1.8337448,0.7355343,2.0824115,-1,1,32.623363,-1.1826595,2.516651,0.99027157,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.03355,235.94595,1.77682,137.15047,1.77682,98.79549,51.594604,7.617425,24.114471,4.3633957,16.597136,1,65.00654,-1.0841855,-2.9213233,2.770264,-1,2,27.503937,-1.2839496,0.8728952,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99959,158.09653,1.77682,60.617332,1.77682,97.479195,61.617893,-0.8875604,10.105232,-22.07929,4.4185934,2,32.82715,-0.06510391,2.702807,0.0005109989499999,-1,3,48.143494,1.0968193,-1.5179375,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00266,127.340034,1.77682,57.99344,1.77682,69.346596,16.964466,-4.1670203,18.810667,2.2285855,9.513605,3,30.726696,-0.9402852,2.9409769,0.1056583755,-1,1,33.884068,1.3617995,-0.65191853,0.1508459,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00123,132.6848,1.77682,78.00508,1.77682,54.67972,36.113796,11.68073,-27.886583,18.874939,-10.769092,1,44.12756,1.0768976,-2.6203253,0.68767536,-1,3,15.981402,-0.77295834,-0.3020065,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99889,360.39676,1.77682,111.09219,1.77682,249.30457,6.0288167,-28.283163,1.6007123,-13.1081705,-6.056936,1,65.89764,-1.2661116,0.3725444,1.1075729,-1,1,41.395466,-2.2217994,-2.6546571,0.36754698,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.01126,293.52188,1.77682,163.68149,1.77682,129.84041,24.162603,13.784515,10.786078,17.60498,15.121329,3,23.593292,1.4709717,0.26049474,0.1056583755,-1,1,36.194572,1.4599785,3.123493,4.2605996,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99134,129.16766,1.77682,78.83036,1.77682,50.3373,31.008797,16.756376,10.183779,3.9379835,7.5991096,2,59.69645,-0.02432517,0.818685,0.0005109989499999,-1,1,53.780453,0.29043826,-2.4564004,3.7669098,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.01961,128.01088,1.77682,75.92984,1.77682,52.081036,27.244738,-9.335727,24.77716,-1.9163224,1.5409473,1,65.45868,-0.49106857,-1.964102,0.14598726,-1,1,31.478155,0.69007516,1.3649305,0.5275592,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99901,128.86414,1.77682,72.621956,1.77682,56.242184,25.698257,-0.9694407,-0.45719677,-0.2381784,10.079369,1,41.47847,-0.64786935,0.7387317,0.68095416,-1,1,35.42267,0.48090625,-2.8469846,1.353943,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99997,146.00414,1.77682,46.919083,1.77682,99.08506,9.919903,-8.667655,-0.59133005,-8.059488,4.669786,1,23.598194,-0.1377337,2.0181549,0.5913671,-1,2,25.92379,1.2112153,-1.1823875,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00113,263.0787,1.77682,137.8687,1.77682,125.21002,77.69746,17.079048,-2.5647209,9.892803,-12.915726,1,71.63337,-1.0387986,-0.7504475,0.51297873,-1,1,65.3283,-1.4031446,-2.8401618,1.0680425,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00078,274.91852,1.77682,128.66907,1.77682,146.24945,30.07776,-8.784445,0.25974596,0.47814775,-2.0703413,3,59.957127,1.1441044,1.2865788,0.1056583755,-1,1,40.017902,1.7795581,-1.5964297,3.3489513,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99841,747.2146,1.77682,504.034,1.77682,243.18062,21.07173,-0.99465525,23.277285,4.914706,10.866909,1,77.2212,-2.5290573,-1.7857848,5.484056,-1,1,41.564465,-2.2434928,1.2283218,1.6281017,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000885,148.0815,1.77682,74.433,1.77682,73.6485,51.520058,25.374998,19.768291,-2.1100311,2.1842782,1,72.19538,-0.073049255,1.8533359,5.3940372,-1,1,35.792355,1.4618087,-1.9564778,5.9452877,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.026306,125.395386,1.77682,58.338646,1.77682,67.05674,4.6765637,14.556467,-11.189875,17.979021,-13.729933,1,43.199444,0.6200068,2.4756718,2.0770679,-1,3,21.171085,-0.70811397,-0.7051022,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.998856,174.25125,1.77682,71.38349,1.77682,102.86777,86.741806,53.997864,-1.3026559,48.51892,7.7254252,3,19.394735,0.17753543,0.28592235,0.1056583755,-1,1,71.59327,0.82712895,-1.5789832,0.59544533,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999535,467.65155,1.77682,60.063152,1.77682,407.5884,378.18295,282.1196,59.933666,280.2215,64.062614,1,72.25605,-0.20344785,1.0009046,10.354837,-1,2,45.231636,-0.6655262,0.22028291,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99798,695.47406,1.77682,72.28181,1.77682,623.19226,60.646477,23.010551,4.526206,31.390211,-17.767433,1,52.350212,-1.3693482,-2.7328677,4.5642524,-1,1,69.30665,-2.77206,-0.3994585,11.70973,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99953,177.23967,1.77682,91.66116,1.77682,85.578514,28.70857,8.566767,-10.392286,20.549393,-9.374753,1,31.185362,0.7849492,-0.9257299,2.726477,-1,1,32.816113,0.99237853,1.8157164,1.0436962,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99496,240.57602,1.77682,52.679974,1.77682,187.89604,12.901065,-4.552269,-6.2479076,0.595095,0.04103516,1,41.517933,0.4044324,1.925667,4.2291365,-1,1,30.99726,2.3344073,-1.0631682,2.99155,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00291,1858.2833,1.77682,856.68994,1.77682,1001.5934,44.357986,3.9510875,-30.852251,11.160724,-46.506603,1,28.732672,-3.6419966,2.4852204,0.86626405,-1,1,23.036633,-3.1935256,-1.0558028,0.46037707,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00085,465.7313,1.77682,139.356,1.77682,326.3753,130.06721,-42.919308,-28.498623,-59.445408,-26.242111,1,74.25409,1.1803963,2.240214,1.324448,-1,2,24.219593,1.9608494,-2.7136993,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00139,356.82913,1.77682,157.43169,1.77682,199.39745,231.19417,52.673706,-136.92293,61.457672,-115.74832,1,79.98743,-0.8524478,-1.9682461,3.5147727,-1,2,17.296993,-0.8216235,-0.9478839,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00016,139.31624,1.77682,64.88462,1.77682,74.43162,12.4724455,-26.951979,9.297685,-5.2917976,3.0730147,1,66.79858,0.5121309,-1.0039265,4.4716234,-1,2,44.92475,0.26155078,2.4118419,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.998116,430.72363,1.77682,122.57142,1.77682,308.15222,23.692831,-51.419643,15.296887,-48.354206,17.649021,1,39.479546,1.5251508,-0.13604651,0.7805478,-1,3,12.630887,2.15835,2.8494246,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.05399,329.86255,1.77682,131.05408,1.77682,198.80847,129.79872,90.94066,44.310017,99.30044,42.45992,1,33.412388,-1.8082238,2.0137522,1.1941624,-1,2,18.057327,-1.0017575,0.33689117,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00276,160.00897,1.77682,69.673134,1.77682,90.335846,85.672,25.886383,-6.8045115,26.846405,-13.70079,2,38.970627,-0.45185107,-0.73895556,0.0005109989499999,-1,1,32.239277,1.488028,0.44435397,1.3128027,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001236,205.44882,1.77682,171.10815,1.77682,34.34067,92.700226,57.539234,84.45469,53.01453,71.197586,2,12.80189,-0.89603144,1.0246662,0.0005109989499999,-1,1,23.7981,-0.49785697,-1.893436,0.9422486,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98722,292.2333,1.77682,56.784286,1.77682,235.449,6.509443,4.9460053,-26.300652,8.486473,-19.948442,1,53.437847,-0.6488191,1.8271401,3.271921,-1,3,13.171447,-2.3742893,-1.2184458,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00036,158.11307,1.77682,44.353573,1.77682,113.7595,72.941795,-28.94865,-14.923093,-37.86646,-5.451797,1,31.114086,-0.14231913,0.6061101,2.506322,-1,3,11.147844,-0.5586574,2.9883792,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00106,1205.3375,1.77682,871.5287,1.77682,333.8089,36.359913,-11.304537,-32.0548,-15.606815,-33.16889,1,62.360443,3.3468018,1.8516505,1.4973669,-1,2,17.192839,2.4371598,-2.007571,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99434,135.0873,1.77682,42.137512,1.77682,92.94979,18.059822,0.93316364,-7.2715983,1.9436406,-6.686768,3,12.30014,1.4990302,2.2240317,0.1056583755,-1,1,24.595537,-1.6282414,-1.0959415,0.82419866,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98946,441.95087,1.77682,298.76883,1.77682,143.182,50.962124,-16.415655,12.070591,-13.383111,18.050394,1,35.317432,2.69968,0.27149215,2.2300124,-1,3,41.017746,1.3534676,2.6524248,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00166,248.32033,1.77682,66.14261,1.77682,182.17772,189.05646,41.514736,-104.861885,38.88071,-103.43032,1,33.78478,1.3211236,-2.4574764,0.7889157,-1,2,65.479836,0.24806176,-1.1928827,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9987,392.42722,1.77682,149.77348,1.77682,242.65373,188.12262,62.23629,8.7918005,65.87868,6.399628,1,98.61566,-0.9879982,0.9312395,8.236236,-1,1,76.68521,-1.2780305,-0.23321101,5.865615,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00283,491.9166,1.77682,294.1646,1.77682,197.752,246.21733,-20.283224,-6.864501,-27.124966,-17.379185,1,104.43211,1.6247593,3.1172774,4.9198327,-1,1,92.94802,0.84589726,-2.6079226,13.752054,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00192,148.72462,1.77682,106.74065,1.77682,41.983986,76.86885,5.398622,31.381111,7.9189367,26.90457,2,59.259636,-0.0068825106,1.6932158,0.0005109989499999,-1,1,23.865204,-0.66571873,-1.0444865,1.8755115,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00218,172.62012,1.77682,74.50442,1.77682,98.1157,17.817757,2.188525,30.454453,7.0476594,6.2864223,1,100.918205,-0.5266769,-2.074908,8.066547,-1,1,50.81744,-1.1836872,0.7324043,11.629891,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00122,1126.8475,1.77682,713.5088,1.77682,413.33868,27.228817,15.457565,4.63332,15.213703,4.788911,1,37.353775,-3.516575,-2.6788502,4.421778,-1,1,48.91773,-2.4589922,0.33410364,1.3602315,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0015,179.31517,1.77682,97.58558,1.77682,81.72959,81.79135,3.8721533,1.765744,-5.7308087,-21.521568,2,49.33018,1.1780638,2.777442,0.0005109989499999,-1,1,57.450356,0.22079574,-1.6324093,1.4216682,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00117,242.98485,1.77682,178.4852,1.77682,64.49964,124.60459,64.16715,65.78211,62.695683,75.6197,1,23.202877,1.5453968,0.45170075,6.071306,-1,2,15.015543,0.040982723,1.341143,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99974,177.39552,1.77682,142.02492,1.77682,35.370605,109.83484,-5.6128364,-12.389538,23.92224,-26.927607,1,94.61492,-0.46602103,-0.89378244,0.8516455,-1,1,33.851665,0.016397513,1.3341566,0.68876284,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00033,146.42972,1.77682,87.67775,1.77682,58.751972,14.842383,-14.652113,5.869074,-4.5513887,0.9613859,1,48.98647,0.8990114,-1.6493452,3.1579,-1,1,39.52186,0.20577526,1.7380528,2.5412977,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9983,202.63692,1.77682,51.22427,1.77682,151.41264,156.32729,-114.63165,75.497025,-98.869705,75.74035,2,22.666704,0.562732,-2.382203,0.0005109989499999,-1,2,27.65822,0.01962983,2.3260417,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98755,418.62738,1.77682,181.05396,1.77682,237.57344,13.054173,7.026225,-2.5099957,0.5879462,6.5424714,1,26.315395,-1.6482707,2.8115675,1.2197142,-1,2,14.449612,-2.1453054,-0.18151347,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99884,175.9196,1.77682,137.70279,1.77682,38.216824,25.322872,34.512363,-11.370199,18.218874,-5.1243796,1,30.727657,1.5267559,-0.16822028,1.1518809,-1,1,36.466156,-0.107748255,-2.9372752,1.7471243,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0016,1888.7594,1.77682,608.12427,1.77682,1280.6351,26.32119,-2.622578,11.833049,-7.020916,-1.3886867,1,32.27024,-2.9912794,2.3907542,3.8146973e-06,-1,1,70.656715,-3.530938,-1.1623511,-1.5258789e-05,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00135,459.47855,1.77682,169.86206,1.77682,289.6165,35.72265,-5.378829,7.284991,-3.2925634,12.0835,3,32.907562,1.7323976,2.5211945,0.1056583755,-1,1,56.89431,2.0748937,-0.09142501,0.75222486,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99871,205.84425,1.77682,105.69922,1.77682,100.145035,8.447894,1.6257966,63.943535,-2.1454191,38.356556,2,17.13937,-1.0204645,1.6415446,0.0005109989499999,-1,1,74.52959,-1.095532,-1.4126536,3.3226905,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00072,214.79315,1.77682,131.71605,1.77682,83.07711,87.30453,4.476249,-46.332172,2.8139179,-54.875988,2,38.72403,-1.1256512,-2.6228752,0.0005109989499999,-1,1,22.844267,-0.58490133,-0.78855616,0.9948248,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00918,297.8774,1.77682,107.68474,1.77682,190.19267,178.07445,-55.859577,-11.805834,-85.43499,-6.4466,1,48.694546,-0.88202953,2.395642,0.61442137,-1,1,81.12072,-0.80016136,-2.5631018,8.48537,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99947,543.6515,1.77682,140.54208,1.77682,403.10944,76.59876,30.409706,21.21141,31.689703,-1.5943912,1,30.472225,-1.462727,0.42040604,1.9868135,-1,1,61.228394,-2.4835699,-1.4492729,2.3858526,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99268,132.60138,1.77682,65.744644,1.77682,66.856735,1.9809543,-5.133694,-17.90555,12.947621,-16.8011,1,68.90768,0.33281294,2.199189,2.9850726,-1,1,58.54825,0.35545886,-0.8943168,4.1085577,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.03314,196.77534,1.77682,101.606575,1.77682,95.16876,144.47281,-22.859896,64.334206,-18.34709,53.580597,1,26.877583,0.71806026,1.8212297,2.9101684,-1,1,89.999016,-0.17133513,3.0382905,1.20684,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.996574,780.16046,1.77682,42.587105,1.77682,737.57336,23.417034,13.429505,0.057195738,-4.9046507,-3.9343233,3,13.360271,1.0911707,-1.5162134,0.1056583755,-1,1,32.959087,3.5663831,2.1550648,1.0789593e-05,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.997086,326.3028,1.77682,239.81,1.77682,86.4928,49.785404,7.249658,-16.276974,17.30703,-19.48389,1,49.698742,-2.0502486,0.9328324,2.341245,-1,1,30.517967,-1.0111525,-1.3491318,1.6050076,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.05039,291.7958,1.77682,111.422356,1.77682,180.37344,47.554943,-8.483022,15.637455,1.0977734,10.230194,1,65.55356,0.93212515,1.4537516,5.025073,-1,1,44.66569,2.3480105,-2.0751786,7.53996,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99839,385.8885,1.77682,53.089626,1.77682,332.79886,171.81529,23.632004,108.25223,3.9771607,97.624535,1,44.220993,0.72365856,-0.10454451,0.6927007,-1,3,41.29955,1.3445519,1.4323602,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.97542,161.04741,1.77682,87.9049,1.77682,73.14251,15.183596,5.6295786,-8.467551,3.0279503,-10.722198,1,57.9355,0.7488209,1.473376,2.5984104,-1,1,38.563053,0.70526844,-1.4904062,0.67993414,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00066,320.38895,1.77682,42.70673,1.77682,277.68222,123.16051,83.37474,-57.440628,49.39769,-32.78571,1,26.00094,-0.88009375,-2.945675,1.1331681,-1,1,84.5752,-1.2788849,-0.5784384,1.1513742,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999146,149.09178,1.77682,84.25746,1.77682,64.83432,20.17265,-20.416805,12.370246,-27.505009,7.5669684,1,68.30078,-0.73397964,-0.6179772,3.8184302,-1,1,37.54271,-0.42658946,2.8318188,3.152065,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00485,185.2631,1.77682,108.859985,1.77682,76.403114,46.318333,-11.865578,-29.885283,2.1765473,-11.848955,1,61.818893,0.69173324,-1.2654716,1.1919258,-1,1,39.199463,1.2397845,2.0352826,5.167881,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00047,588.7474,1.77682,309.93375,1.77682,278.81363,12.53795,-4.744883,3.8580477,13.114539,-0.57369286,1,55.911827,2.3912416,2.9386349,2.186218,-1,1,52.30657,2.084896,-0.12993082,0.95000994,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999596,173.81845,1.77682,66.20416,1.77682,107.61429,17.094437,20.400106,24.22472,0.25628528,4.9601393,3,22.303352,0.6737324,1.4075698,0.1056583755,-1,1,59.891476,0.9782596,-1.7691809,2.1403458,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00149,362.9067,1.77682,104.28284,1.77682,258.62387,280.50073,63.54265,-38.488647,55.031788,-34.06947,1,79.628914,-0.055407893,-0.6342673,0.14511701,-1,1,138.94662,-0.9197709,-0.4855748,7.064366,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99832,568.51654,1.77682,291.49286,1.77682,277.02368,79.78202,53.40051,-18.481804,32.82993,-16.040953,1,30.343122,2.6394308,-2.3143713,3.412992,-1,2,50.909725,1.7507986,-0.0927306,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9974,868.57245,1.77682,126.118416,1.77682,742.45404,25.988935,6.2128887,-9.336506,0.8469659,-1.8663049,1,36.446186,1.8566191,-0.9676019,4.081355,-1,1,79.63555,3.0701776,2.1567054,9.298617,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.998856,194.15382,1.77682,159.80063,1.77682,34.35319,20.61618,12.791648,-0.34499806,-1.7076004,1.545675,1,49.132397,1.9291918,2.7923179,4.5791774,-1,3,28.432905,-0.17051873,0.11792949,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9993,560.45795,1.77682,237.44954,1.77682,323.0084,92.11324,4.510952,-37.80983,28.56167,-39.332413,1,57.291275,1.711346,0.24356143,6.176861,-1,3,20.337214,2.2214813,-1.6171033,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001076,332.8442,1.77682,197.98167,1.77682,134.86253,94.14095,24.798986,56.270763,32.448402,53.841614,1,28.50425,-1.3606365,1.1922998,2.1146383,-1,1,53.548073,-1.400344,-0.69213337,0.800432,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00151,899.3086,1.77682,100.4355,1.77682,798.8731,23.985432,12.303576,5.6940436,10.436774,-7.248289,1,36.76928,1.6206229,-2.9315984,1.125079,-1,1,28.772856,3.5961647,-0.38567373,0.6650845,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00212,144.99065,1.77682,79.04763,1.77682,65.943016,27.629055,-33.32739,-17.439297,-41.15907,-20.416327,1,36.57393,1.2799923,0.6904613,3.9021697,-1,2,11.585475,0.0070311045,-2.6233265,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9962,571.27203,1.77682,393.5434,1.77682,177.72862,64.37016,-5.143028,35.004597,11.445991,48.498882,2,45.40526,2.0282898,1.4181031,0.0005109989499999,-1,1,39.58013,2.2076795,-1.4584053,1.8285449,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9962,275.77774,1.77682,223.27245,1.77682,52.505306,33.316456,7.643691,12.890577,-2.4775488,-0.17849216,3,55.504833,1.767381,2.8494298,0.1056583755,-1,1,32.14015,0.7470806,-0.48004547,1.1660851,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.93653,1432.6499,1.77682,1353.1007,1.77682,79.54916,11.9962225,-4.0590568,-3.089225,-0.8905277,2.050562,1,35.778114,4.4485,1.260532,1.8676612,-1,1,23.359026,1.7060726,-2.2047112,1.0262076,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00475,362.4518,1.77682,17.610704,1.77682,344.84113,21.15016,-22.042938,8.053277,-3.9763715,3.3301375,1,24.03853,0.124360226,-0.5763467,0.8602533,-1,1,26.105947,-2.8235233,2.4636712,1.7265136,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99747,394.94055,1.77682,205.39133,1.77682,189.54924,82.65238,74.529434,-1.031645,63.243973,-0.3339317,1,43.66999,-1.8497127,1.6616329,2.1602297,-1,2,16.747578,-1.4797606,-0.36457843,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0037,196.73958,1.77682,28.338789,1.77682,168.40079,86.23876,-30.68797,-3.7350876,-34.239235,0.08454416,1,159.54347,0.36048287,-0.14439055,20.15011,-1,1,117.59715,0.9659071,3.1032057,13.904643,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999985,405.6958,1.77682,249.69101,1.77682,156.00479,21.752218,-3.2453601,28.671762,-10.343815,42.220882,2,14.400828,-1.9318273,1.700657,0.0005109989499999,-1,1,46.904446,-1.7058287,-1.6738858,7.904112,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99798,207.83792,1.77682,43.017868,1.77682,164.82005,6.9726844,14.237185,15.455291,2.8505013,13.424145,1,34.962242,0.20686063,1.5331372,5.50665,-1,1,43.315804,1.892282,-1.6577721,1.5366349,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00764,217.10703,1.77682,122.62992,1.77682,94.477104,52.675396,-9.121364,-7.680492,-24.171328,-12.467661,1,35.228455,-1.6265839,1.5925163,1.5109905,-1,1,45.161526,-0.6931975,-2.281561,1.0990447,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99838,443.09164,1.77682,190.7266,1.77682,252.36505,95.4627,34.990704,15.408603,21.502203,4.595455,1,61.31917,-1.8663975,-0.9889797,10.264473,-1,1,72.791885,-1.6509769,0.8598817,7.1233864,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99761,189.2298,1.77682,120.34455,1.77682,68.885254,18.974733,20.432987,36.94781,11.77195,25.772036,2,49.19291,1.2949775,-2.3924282,0.0005109989499999,-1,3,20.983694,0.6055875,1.1054215,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00538,600.90466,1.77682,373.34888,1.77682,227.55577,77.94976,-9.60145,40.47438,2.0093954,22.128149,1,84.00585,-1.9124223,2.885736,3.2566886,-1,1,27.208263,-2.551721,-0.5874532,-2.6973983e-06,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9727,140.00945,1.77682,93.67758,1.77682,46.331856,38.638763,-1.7109076,-17.482836,-18.166649,-10.884356,1,30.541534,1.109466,-2.266264,0.7236646,-1,1,37.066063,-0.63677895,1.6219934,2.046811,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00091,221.05026,1.77682,169.16577,1.77682,51.88448,94.00256,16.981255,4.5579195,32.0762,14.414624,2,71.22999,0.8538537,0.7206864,0.0005109989499999,-1,3,16.41502,0.94921976,-1.8560048,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99929,298.93036,1.77682,204.7017,1.77682,94.22867,51.902412,38.983006,-51.03988,36.45082,-53.099747,2,19.020918,-1.4015262,-0.8939747,0.0005109989499999,-1,1,43.073925,-1.3914711,2.3051782,6.9710855,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.002365,155.109,1.77682,57.342857,1.77682,97.766136,25.705484,-2.2135732,-20.755884,-11.603344,-16.462631,2,25.576658,0.03600986,-2.4425511,0.0005109989499999,-1,1,34.140877,1.3190914,0.20129763,1.2382172,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99918,214.25333,1.77682,186.8485,1.77682,27.40483,60.021328,23.154732,-4.756754,31.003517,-6.2211094,1,41.97831,1.508927,0.11980458,1.0662923,-1,2,12.176116,-0.22750944,-2.3201194,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00022,1405.9583,1.77682,1016.42847,1.77682,389.52972,150.67792,-23.328749,-15.553977,-43.02649,-41.54953,1,54.559757,3.2427685,-2.0402527,6.65548,-1,1,71.845856,2.1344385,-2.8960094,2.484628,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0024,336.61484,1.77682,68.143906,1.77682,268.47092,51.911907,-32.748077,-36.06052,-33.260468,-38.837173,1,42.840824,1.0682507,0.3871859,2.2182755,-1,1,36.542637,1.8160343,-2.260147,0.73199844,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99988,251.41853,1.77682,92.91584,1.77682,158.50269,13.945747,-0.7199474,9.300968,4.4654613,-11.887293,1,28.796583,-0.93208045,-0.9365092,1.5328043,-1,1,25.190338,-1.8414134,2.2722154,1.9345684,-1,303.1640621297727,2.93050529468397,299.52846075415385
