H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
125.011505,2217.6702,1.77682,880.35175,1.77682,1337.3184,11.488371,4.7588882,-0.962454,-2.0065536,-2.9210582,1,56.35004,-3.2687807,1.1398888,1.9234282,-1,1,47.28533,-3.8461494,-2.188973,2.5971205,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.95994,153.54008,1.77682,109.65691,1.77682,43.883175,73.52811,6.845835,-0.5471059,6.334447,-7.496106,1,92.32095,0.24907415,-0.49531516,0.6042891,-1,1,27.773321,0.59969944,3.0064542,1.2760248,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000824,184.01196,1.77682,52.58339,1.77682,131.42857,32.24367,-2.6269133,-2.1423848,4.602571,13.782086,2,29.347929,-0.0584089,0.6005208,0.0005109989499999,-1,3,11.4934635,-2.2600868,-3.0358472,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00648,267.99347,1.77682,142.79051,1.77682,125.20297,65.38018,43.481632,9.461163,40.172577,-4.4272375,1,49.4873,1.2727356,1.4987662,6.649115,-1,2,16.39127,1.2173303,-0.6871607,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00154,291.07727,1.77682,264.77496,1.77682,26.302307,42.038696,1.6099408,-7.845521,1.6164405,-1.3372496,1,58.64794,-2.0557513,-1.0559857,3.5703793,-1,1,32.612732,-0.0693404,1.8160803,6.4698896,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00373,371.4102,1.77682,268.0545,1.77682,103.35569,10.178007,5.0086117,-1.6116036,0.8924708,1.5750105,1,54.56302,2.2408059,-1.1052337,6.943428,-1,1,55.36534,1.2535954,1.9052944,2.5052884,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9964,648.4621,1.77682,377.0019,1.77682,271.46024,11.769901,-25.65854,-17.02672,-23.691267,-12.788209,1,27.774118,-2.359698,-2.6491778,0.15162066,-1,1,47.361305,-2.1970441,0.47238213,7.3567166,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99966,375.91553,1.77682,21.427534,1.77682,354.488,41.95792,13.647665,6.0294724,17.661886,-7.523134,1,36.46897,0.0061082547,-1.5457067,6.9815288,-1,1,22.322264,3.1803887,-0.23560098,2.546883,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00623,152.01755,1.77682,66.699646,1.77682,85.3179,78.04939,15.371708,-14.21106,23.583242,-11.184945,1,46.660126,0.12864108,0.7352285,1.3830372,-1,1,51.11416,0.36684114,-1.2897015,1.275127,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99715,1938.1505,1.77682,327.84558,1.77682,1610.3049,286.42188,-0.67613435,98.99294,36.567875,86.272575,1,37.44119,2.8238833,0.026474027,1.8337935,-1,1,185.39604,2.466799,1.2310373,1.3598207,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99956,197.07857,1.77682,72.32041,1.77682,124.75816,45.97551,16.808563,-5.5684094,8.33205,8.584367,1,57.169804,-0.87209404,-1.6915917,5.0248437,-1,1,72.1549,-0.9857612,0.8960975,3.0416384,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.96437,140.93423,1.77682,78.96862,1.77682,61.965607,63.004013,-16.862926,-18.46045,-3.4133525,-19.759476,1,41.264923,0.7585756,-2.3018177,0.1495312,-1,1,48.807175,-0.6081309,-0.32512012,0.9748906,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000305,1174.5964,1.77682,240.63898,1.77682,933.9575,15.4578,-12.230256,-6.1826077,-9.867321,-16.96322,1,51.335083,2.2310407,0.68076855,4.528825,-1,1,26.531244,3.7432978,-2.086572,2.2845836,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.007996,695.2671,1.77682,399.81183,1.77682,295.4553,45.888264,10.066129,6.139287,8.009759,12.170858,1,78.23293,-2.1973658,-1.9116713,1.967047,-1,1,27.965353,-2.5374427,1.1830801,1.9145133,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00196,217.29369,1.77682,101.440445,1.77682,115.85324,97.10086,57.501965,-27.322212,56.540432,-20.477015,1,48.61216,-1.6484873,1.4658295,2.6180036,-1,2,41.258965,-0.5196871,-0.39997962,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00096,138.2532,1.77682,71.844864,1.77682,66.40835,6.798751,25.896847,50.730152,28.462996,42.445213,1,71.38361,0.5607948,-2.0410411,5.529288,-1,3,11.2454605,0.38671297,1.0059612,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99958,1570.473,1.77682,1194.5348,1.77682,375.93823,5.045315,5.045675,0.8728193,13.2829685,-3.8098927,1,45.34254,-3.7595968,3.0348248,2.259615,-1,1,36.564793,-2.603043,-0.22759362,1.6670333,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98028,719.4584,1.77682,379.70328,1.77682,339.7551,36.364353,8.024232,28.339148,-4.098111,-10.161298,1,52.677032,-2.5882494,1.8518666,3.6574624,-1,1,73.66236,-2.239173,-1.8288145,5.115221,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9931,689.05927,1.77682,497.11246,1.77682,191.94682,43.282795,-4.1413994,-26.546232,-11.693847,-26.003342,1,51.472023,2.4435513,-1.9171102,2.9450376,-1,1,47.097042,2.1113594,1.5383252,1.1521523,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99917,133.54854,1.77682,60.99898,1.77682,72.54956,12.353337,-4.2662477,17.457735,-1.318066,-4.219817,1,52.00769,-0.062589645,1.9560139,2.291316,-1,1,67.36151,-0.6428537,-1.4109153,2.5275903,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9982,216.17168,1.77682,187.65282,1.77682,28.518864,46.46406,46.2306,-1.1757855,38.277596,-0.96853167,1,23.70962,-1.6281781,0.0838853,0.82838917,-1,1,27.05264,0.080393426,-2.5770159,3.6743183,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99725,559.03,1.77682,312.27832,1.77682,246.75175,97.95017,-15.028152,8.380875,-5.6581984,17.454762,1,62.259018,-2.027526,2.1633575,0.63954735,-1,1,74.923065,-1.8339168,0.31483755,3.3817716,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.998215,362.11053,1.77682,194.15787,1.77682,167.95267,6.291358,2.9947937,-46.211784,1.5580039,-16.215155,2,31.103798,-1.8399326,-1.5561504,0.0005109989499999,-1,1,69.3908,-1.5946181,1.6058402,1.3376596,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000595,249.69632,1.77682,185.38022,1.77682,64.3161,64.62074,5.0573964,20.431156,-7.635634,22.360344,1,53.556644,1.2062712,1.5559937,5.928553,-1,2,11.605933,1.0859709,-1.924989,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000534,127.360855,1.77682,66.97541,1.77682,60.385445,10.946605,-3.7640207,28.404512,-12.509854,28.925701,1,47.990063,0.8168448,-1.3603505,4.795809,-1,2,21.130112,-0.37025246,1.9574622,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99744,236.1312,1.77682,161.91061,1.77682,74.22058,65.814354,3.3468165,-11.630135,22.793022,-3.5907345,1,71.11434,1.0620704,0.2868288,2.2504504,-1,2,21.769602,1.2061908,-2.4537911,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99957,143.09523,1.77682,60.128334,1.77682,82.9669,30.134808,7.0240197,10.185239,2.9102626,4.701844,1,34.619637,-0.7159873,1.016272,2.862264,-1,1,71.174644,-0.3424697,-2.0936177,1.2416141,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00026,226.46129,1.77682,34.606323,1.77682,191.85497,32.55666,0.046764642,10.672861,-5.956562,10.438196,3,12.200129,-0.011465031,-3.0516794,0.1056583755,-1,3,34.14955,-1.9700555,0.73370767,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00002,480.19327,1.77682,410.21558,1.77682,69.977684,62.722427,6.454116,-5.816955,0.24182312,5.2765307,1,59.968014,-2.5901473,1.913352,2.2902496,-1,1,42.469585,-1.0159023,-2.4623775,1.3783435,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.002625,1052.0127,1.77682,273.3265,1.77682,778.6862,7.736853,10.246491,6.295173,7.2524285,8.540166,1,47.262814,2.2220526,0.7972721,1.9750319,-1,1,52.957745,3.4025087,-2.4632092,4.5154543,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00326,153.13533,1.77682,84.208755,1.77682,68.926575,12.633708,14.172627,-2.6686113,0.6821116,2.164121,1,43.986526,1.0469339,-1.8020265,1.8517729,-1,1,50.901173,0.343506,1.2374413,0.5605576,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99453,426.78027,1.77682,70.83391,1.77682,355.94635,407.93915,-30.834253,-119.80447,-40.413982,-180.7462,1,55.478886,-0.39469475,-2.3979516,3.1442194,-1,1,186.32608,0.105889484,-1.7386807,1.0219823,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.004425,213.03894,1.77682,133.57751,1.77682,79.46142,81.93909,-14.807215,-10.127379,7.7019386,-24.641197,1,68.27889,0.9055429,-2.7211962,0.6425135,-1,1,38.308346,0.88444287,-0.67435104,3.5045931,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00118,131.22543,1.77682,52.785427,1.77682,78.44,4.565076,14.839733,-39.23819,1.4794254,-9.616804,1,73.7551,0.4128135,1.8590782,2.6350806,-1,3,36.393257,-1.0494223,-1.3718791,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00169,126.69413,1.77682,58.147854,1.77682,68.54628,18.126608,-10.942778,-7.0996475,-2.769772,-7.8193817,1,25.371399,-0.9493609,-2.3564022,1.2826648,-1,1,39.02234,1.0398203,0.30514216,0.1497414,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99674,804.47595,1.77682,406.10355,1.77682,398.37244,17.946272,2.19237,-11.461778,-4.83385,-11.993842,1,61.511826,2.4403567,1.4435933,0.968629,-1,1,36.434013,2.7016397,-1.8453102,0.5220886,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.992485,244.13588,1.77682,44.34952,1.77682,199.78636,36.79345,-20.780424,-10.619354,-7.795183,-12.204786,1,35.13808,-0.28659487,-0.34158567,1.4220403,-1,1,27.123158,-2.0578022,-2.6655097,0.61075896,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00552,129.12784,1.77682,57.512173,1.77682,71.61566,21.853443,14.040647,-19.61588,-0.18144779,-14.222633,2,36.563618,0.18422438,2.3762832,0.0005109989499999,-1,1,29.183023,-0.52765334,-1.1291375,0.98859,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0004,996.53766,1.77682,466.06055,1.77682,530.4771,9.48657,-15.425582,19.863052,-3.0340908,5.9865394,1,39.019623,-2.7183352,2.8056545,-3.8146973e-06,-1,1,48.98427,-2.7038558,-0.20879276,1.9256934,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.01568,197.59659,1.77682,42.65487,1.77682,154.94173,148.90842,42.686928,-79.23424,50.93652,-79.19922,1,30.454075,-0.6576503,0.8167433,1.1981679,-1,3,59.985428,-0.056762744,-1.020456,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99446,364.9659,1.77682,241.74355,1.77682,123.22238,88.87367,-4.617689,-29.470276,-5.831214,5.9254727,1,107.36164,-1.3460922,2.1356099,1.3586094,-1,1,22.871817,-2.1512384,-1.0814526,2.2510908,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00175,138.10316,1.77682,62.616905,1.77682,75.48627,49.267113,-22.95212,-2.2349067,-12.97057,17.751537,1,36.941696,-1.3928332,-0.39524302,7.0393558,-1,1,49.05636,0.34306225,2.231814,0.14835902,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0011,178.86743,1.77682,37.600376,1.77682,141.26706,6.7022963,7.026221,-22.631441,4.2669845,-9.185457,2,22.386438,-0.23806296,-1.0239226,0.0005109989499999,-1,1,42.161507,1.9569272,2.246724,3.2453134,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99288,210.40181,1.77682,82.768196,1.77682,127.63362,113.463524,-6.2207513,-48.98701,-25.25757,-44.142166,3,37.28605,0.03051977,-2.1358376,0.1056583755,-1,3,27.28643,2.0275342,-1.6536635,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.997635,706.9395,1.77682,103.52096,1.77682,603.4185,47.78378,-30.542015,4.5516057,-26.149971,-1.0636457,2,26.633959,-1.5909886,-0.9625345,0.0005109989499999,-1,1,39.773376,-2.7879837,2.8290122,2.9010527,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9976,422.42664,1.77682,294.2795,1.77682,128.14713,130.35149,-50.556767,-68.809456,-74.75815,-70.27056,1,57.00784,1.3502458,-2.3199158,1.713152,-1,1,27.293016,2.100249,1.8553871,2.1300888,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99485,391.95053,1.77682,59.779026,1.77682,332.1715,37.606888,5.6210475,-12.709985,-11.95413,3.2965147,1,51.90789,0.84639686,2.6623006,3.6643162,-1,1,40.028114,2.6144555,-1.2366056,2.451714,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99697,180.92398,1.77682,80.682724,1.77682,100.24125,55.01717,-0.07368289,-42.247486,-8.759272,-39.00429,3,21.22983,-0.55305946,-1.5268229,0.1056583755,-1,2,45.631184,-1.0893743,2.4959142,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00085,384.34988,1.77682,161.32036,1.77682,223.02954,258.2374,-39.99847,-6.979759,-98.18085,-18.213676,1,57.334915,1.604147,-3.031751,2.9475956,-1,1,118.74648,0.5153715,-2.9683628,3.6847963,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99887,240.35788,1.77682,105.8439,1.77682,134.51398,121.46157,17.450058,59.55415,38.744827,63.443596,3,27.978945,-0.43230265,1.3128831,0.1056583755,-1,1,39.21658,-1.4951359,-0.08420157,1.4832541,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99877,216.4548,1.77682,106.619446,1.77682,109.83536,174.8984,-43.97453,66.68053,-31.580667,89.08495,3,36.275658,0.37626073,2.226083,0.1056583755,-1,3,51.80031,-0.6533229,1.4315579,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.003426,472.86472,1.77682,90.026794,1.77682,382.83792,109.10928,-29.142088,-30.154495,-35.68692,-33.680637,2,15.489382,-1.811163,-1.7060301,0.0005109989499999,-1,1,94.75574,-1.7009099,1.0981973,4.8610296,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99622,475.04373,1.77682,184.62474,1.77682,290.419,13.172037,6.806306,-5.936688,7.634327,0.0048828493,2,31.923935,-1.7125547,-0.386688,0.0005109989499999,-1,1,35.979362,-2.349078,2.5524728,2.4553866,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0014,177.95284,1.77682,76.81796,1.77682,101.13488,14.969682,-34.919197,8.772012,-26.356422,11.46222,2,34.219063,-0.55000335,2.7757056,0.0005109989499999,-1,1,56.245464,-1.293346,-0.44997522,1.9216166,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0011,160.51863,1.77682,50.1715,1.77682,110.34714,38.83093,-57.48081,-11.054755,-44.749058,-19.404411,1,43.91582,-0.10927372,0.9215579,5.542516,-1,1,43.454056,-1.1533481,-2.6528754,9.55621,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999626,417.35126,1.77682,322.8958,1.77682,94.45546,44.71432,19.690332,-4.56594,22.150276,-5.591673,3,48.62827,2.0114708,-0.057798367,0.1056583755,-1,1,33.229214,1.4563202,-3.004234,0.53386045,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99853,176.42984,1.77682,70.189995,1.77682,106.23985,96.484055,-16.194647,1.3041652,-10.239526,-1.1653926,1,61.327885,0.2851947,3.105554,1.1818348,-1,1,39.335304,-1.6340749,-2.2614005,1.5233097,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99777,210.67421,1.77682,116.35381,1.77682,94.32039,17.95202,2.823221,7.7572193,-4.7317624,9.214937,1,42.108135,1.4460677,-0.6777089,0.14847566,-1,1,50.456894,0.84655565,2.3347604,1.370681,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0003,171.56017,1.77682,130.57693,1.77682,40.98323,36.641865,-8.7488575,-3.653011,-14.653359,-15.34819,1,31.916367,1.5254729,-1.49779,5.786509,-1,1,23.116276,-0.168483,2.2759404,1.6361235,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00239,164.51807,1.77682,78.119965,1.77682,86.3981,45.533478,24.261463,-13.581339,17.685938,-12.599877,3,33.299675,0.74461704,-0.436413,0.1056583755,-1,1,66.36249,0.59564215,-2.9046314,0.14581467,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00011,188.54034,1.77682,47.962322,1.77682,140.57802,138.37843,-75.83182,-80.08871,-78.869156,-66.88199,1,25.51083,-0.96419543,-0.82676744,4.1892996,-1,1,44.51936,0.052788064,-2.5739486,3.2924306,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00131,240.01573,1.77682,125.76657,1.77682,114.24916,35.99984,13.400315,-6.4136734,9.465289,-7.7556477,1,44.04622,-1.176202,0.3749998,2.389671,-1,1,40.459194,-1.2563741,-2.245744,3.2745028,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99909,158.35127,1.77682,32.85643,1.77682,125.49484,96.63642,-28.14416,36.560055,-25.17271,52.303303,1,26.703896,-0.6579133,-1.439913,4.8700323,-1,3,58.579006,0.24073932,1.9953424,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.002655,220.07619,1.77682,139.9444,1.77682,80.13178,0.2531435,-24.881323,-3.878775,-24.436806,-0.91471684,1,59.533302,-1.5276495,0.115470566,3.018678,-1,1,29.554207,-0.8006087,-3.0439782,4.3764157,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00376,157.98709,1.77682,90.904335,1.77682,67.08276,45.422245,9.713005,-22.630514,2.9825313,-11.59864,1,45.783585,-1.2308742,-2.5854404,5.301695,-1,1,52.268547,-0.119516484,-0.19978094,1.0919509,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98897,178.77872,1.77682,103.74446,1.77682,75.03426,70.875,-4.995595,-2.477353,4.0534854,6.530107,1,52.429607,1.2063801,1.8298732,1.473097,-1,1,66.97104,0.27540964,-0.19984317,8.583584,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00333,139.8489,1.77682,52.74192,1.77682,87.10699,27.911777,7.0677676,8.978451,6.3820167,7.162069,1,50.53621,-0.03290614,0.84107494,5.4466515,-1,1,82.36555,-0.73293877,-1.9188459,6.8735275,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00075,164.70358,1.77682,40.045742,1.77682,124.65784,50.977066,15.006013,16.978916,11.175565,16.282944,1,26.23142,-0.48945072,-0.22692162,3.1402645,-1,1,32.74001,1.5122744,1.7475754,0.15101784,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99505,126.29507,1.77682,70.75877,1.77682,55.536293,14.686794,-15.23652,10.4170885,-5.7350106,11.688971,1,55.725742,0.41651747,-0.744357,11.224641,-1,2,22.437946,-0.2745353,2.258736,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00286,571.99603,1.77682,185.50671,1.77682,386.48935,199.14258,137.07117,-3.3906767,136.51537,-10.489284,1,80.34941,-1.534657,1.0611694,4.3110013,-1,3,26.857092,-1.5259905,-0.16107592,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999,129.36412,1.77682,69.89899,1.77682,59.46513,32.88856,-17.53387,6.699531,-15.3356695,-12.019072,1,32.667614,0.005185719,2.5385678,2.3979266,-1,2,18.521381,0.06420099,-1.1307149,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00256,125.86473,1.77682,60.101833,1.77682,65.76289,8.204547,-11.462363,-8.830329,-18.162254,3.0895262,1,31.479046,0.5479911,3.0264912,1.4253876,-1,1,45.278576,-0.73891354,0.038375866,1.5252717,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00058,500.6034,1.77682,263.22968,1.77682,237.3737,19.010742,3.157121,-2.5431888,5.850576,-2.1821382,1,62.182186,-1.9982923,2.2673209,5.5550156,-1,1,41.076694,-2.1139712,-0.63625884,0.87535954,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99755,412.78702,1.77682,174.3245,1.77682,238.46254,28.204649,4.7120314,9.69393,-1.1816005,-5.2640285,1,41.435543,-1.8686612,-2.5488756,5.7984176,-1,1,63.861355,-1.8664322,0.32071868,1.2211093,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00251,134.23203,1.77682,53.168488,1.77682,81.06354,7.0613856,4.83838,-33.47502,11.010625,-28.78231,1,33.454945,0.1954587,-1.1546249,6.361907,-1,1,56.178448,-0.95352274,2.05097,5.5047903,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99877,160.24217,1.77682,36.526638,1.77682,123.71553,23.129892,-14.2598505,-8.47689,-1.9852575,2.9169319,1,24.773926,-0.40057608,3.1014721,1.8683265,-1,1,47.99368,1.5078686,0.33279577,1.8117657,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99362,729.3428,1.77682,407.74005,1.77682,321.60272,69.52658,16.96473,9.73718,43.489395,6.1507454,1,30.651297,-3.3750205,-2.366406,2.0383587,-1,1,51.14782,-1.9335067,0.22373745,2.9197052,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.007385,155.44995,1.77682,95.240204,1.77682,60.209743,36.413967,-22.457157,18.776667,6.3683605,3.354876,1,52.84011,1.0631156,0.98682207,1.3535029,-1,1,54.476357,0.16528039,-1.5387127,1.2208018,-1,303.1640621297727,2.93050529468397,299.52846075415385
